target_id,comparator_id,outcome_id,analysis_id,rr,ci_95_lb,ci_95_ub,p,i_2,log_rr,se_log_rr,target_subjects,comparator_subjects,target_days,comparator_days,target_outcomes,comparator_outcomes,calibrated_p,calibrated_rr,calibrated_ci_95_lb,calibrated_ci_95_ub,calibrated_log_rr,calibrated_se_log_rr,database_id
1792797,1793457,133228,2,123334940312865,0.0894821516095671,NA,NA,NA,32.4459248623776,NA,819,16,227560,6697,8,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,376132,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4001458,2,93083860089411.8,0.020067937791183,NA,NA,NA,32.1645219241668,NA,819,16,229313,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,440814,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4131595,2,NA,NA,NA,NA,NA,NA,NA,819,16,229347,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,1792372,2,68780680769049.1,0.0208882595150011,NA,NA,NA,31.8619440186599,NA,819,16,230020,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,197036,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,439840,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,318800,2,1.18894805345788,0.537271876030814,3.39104610563334,0.712703908057277,NA,0.173068927484168,0.470005954143057,819,16,165823,5311,249,5,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,77965,2,NA,NA,NA,NA,NA,NA,NA,819,16,229981,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4079750,2,NA,NA,NA,NA,NA,NA,NA,819,16,228998,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,134453,2,NA,NA,NA,NA,NA,NA,NA,819,16,230111,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,1792365,2,53392030410407.3,0.11453888239999,NA,NA,NA,31.608682607506,NA,819,16,230025,6697,11,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4171915,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,81336,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,30234,2,NA,NA,NA,NA,NA,NA,NA,819,16,229824,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4299544,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,433527,2,NA,NA,NA,NA,NA,NA,NA,819,16,230008,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,433450,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,376938,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,378424,2,66797336489520.1,0.122039981024457,NA,NA,NA,31.8326843227648,NA,819,16,227281,6697,12,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,141933,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4218106,2,NA,NA,NA,NA,NA,NA,NA,819,16,230021,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,30441,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,380731,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,192606,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,261326,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4223947,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,135215,2,NA,NA,NA,NA,NA,NA,NA,819,16,230108,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,74855,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,435613,2,NA,NA,NA,NA,NA,NA,NA,819,16,229705,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,437082,2,NA,NA,NA,NA,NA,NA,NA,819,16,229705,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,199861,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,194696,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,4288544,2,174673623340252,0.0300814146419926,NA,NA,NA,32.7939403390722,NA,819,16,229062,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,376707,2,181898088338226,0.0116596051129819,NA,NA,NA,32.8344676919869,NA,819,16,230102,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,380094,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,381581,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,1792373,2,0.0531621236283094,0.00503577016188589,1.1520998016661,0.0342366149871179,NA,-2.93440909807364,1.38593745538907,819,16,230093,4377,-5,-5,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,141323,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,438407,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,198803,2,1.15826560370865,0.255131515930478,20.4718430380131,0.895506169907542,NA,0.14692371702068,1.11864977731518,819,16,214680,6333,57,-5,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,432590,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,436675,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,316457,2,NA,NA,NA,NA,NA,NA,NA,819,16,230127,6697,0,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,436676,2,NA,NA,NA,NA,NA,NA,NA,819,16,229889,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
1792797,1793457,440129,2,NA,NA,NA,NA,NA,NA,NA,819,16,229791,6697,-5,0,NA,NA,NA,NA,NA,NA,YUHS
